Date,DayName,StartOfWeek,StartOfMonth,StartOfQuarter,MonthName,MonthNumber,StartOfYear,Year
2022-06-01,Wednesday,2022-05-30,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-02,Thursday,2022-05-30,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-03,Friday,2022-05-30,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-04,Saturday,2022-05-30,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-05,Sunday,2022-05-30,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-06,Monday,2022-06-06,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-07,Tuesday,2022-06-06,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-08,Wednesday,2022-06-06,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-09,Thursday,2022-06-06,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-10,Friday,2022-06-06,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-11,Saturday,2022-06-06,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-12,Sunday,2022-06-06,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-13,Monday,2022-06-13,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-14,Tuesday,2022-06-13,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-15,Wednesday,2022-06-13,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-16,Thursday,2022-06-13,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-17,Friday,2022-06-13,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-18,Saturday,2022-06-13,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-19,Sunday,2022-06-13,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-20,Monday,2022-06-20,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-21,Tuesday,2022-06-20,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-22,Wednesday,2022-06-20,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-23,Thursday,2022-06-20,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-24,Friday,2022-06-20,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-25,Saturday,2022-06-20,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-26,Sunday,2022-06-20,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-27,Monday,2022-06-27,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-28,Tuesday,2022-06-27,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-29,Wednesday,2022-06-27,2022-06-01,2022-04-01,June,6,2022-01-01,2022
2022-06-30,Thursday,2022-06-27,2022-06-01,2022-04-01,June,6,2022-01-01,2022
